Salesman Code,Sales Office,April,May,June,July,August,September
1190011201,Thonburi,121.53599999999999,62.207999999999998,58.751999999999995,41.471999999999994,57.599999999999994,80.64
1190011214,Thonburi,,12.096,75.744,,49.536000000000001,175.39200000000002
1190011401,Nonthaburi,34.56,72.576000000000008,46.08,54.719999999999992,40.319999999999993,77.760000000000005
1190011412,Nonthaburi,,,,5.76,,
1190011501,Pattanakarn,28.8,,17.28,28.8,11.52,46.08
1190011701,Bangpoo,,237.31200000000001,34.559999999999995,54.144000000000005,74.88,28.799999999999997
1190011801,Ramindra,12.096,,8.6399999999999988,,,10.367999999999999
1190017001,Pathumthani,168.47999999999996,111.16799999999998,95.615999999999985,110.88000000000001,95.039999999999978,202.75199999999995
1190017013,Pathumthani,73.728000000000009,42.048000000000002,140.54400000000001,69.695999999999998,171.648,86.399999999999977
1190017014,Pathumthani,,,86.4,,,
1190021901,Chiangmai,67.391999999999996,48.96,28.799999999999997,74.88,77.759999999999991,81.216000000000022
1190021902,Chiangmai,28.799999999999997,107.99999999999999,107.136,73.440000000000012,149.47200000000001,144
1190022001,Chiangrai,474.91199999999986,844.41600000000005,630.43200000000013,724.89600000000007,724.03200000000004,888.19199999999955
1190022101,Phrae,419.3279999999998,161.85600000000005,252.86400000000003,210.81600000000006,204.48,298.36799999999994
1190022201,Lampang,199.29599999999999,161.28,285.69600000000003,233.85599999999988,296.35199999999992,255.74399999999991
1190022301,P.Sanulok,203.32799999999997,152.06399999999999,142.55999999999997,232.41599999999994,381.88799999999981,112.32000000000002
1190022302,P.Sanulok,36.864000000000004,357.12000000000006,292.03199999999998,124.992,150.91200000000003,310.46399999999983
1190022401,N.Sawan,124.41600000000001,83.52,182.01600000000005,138.816,206.20800000000003,286.84800000000001
1190022402,N.Sawan,124.41600000000001,84.095999999999989,31.68,103.68,47.231999999999999,81.215999999999994
1190022510,Kampeng.P,157.82400000000001,88.703999999999994,206.208,125.568,188.92799999999994,207.35999999999999
1190027101,Tak,1380.6719999999996,228.95999999999998,260.35199999999998,553.53599999999983,176.54400000000001,734.39999999999952
1190032602,Rayong,392.83199999999999,421.05599999999993,215.42400000000001,525.88800000000003,934.27199999999993,685.43999999999971
1190032701,Chachoengsao,127.29600000000001,127.29599999999999,73.727999999999994,108.86399999999999,55.295999999999992,91.584000000000003
1190032801,Chantaburi,581.47199999999953,879.83999999999969,591.55199999999945,626.68799999999965,527.32799999999975,503.42399999999975
1190032901,Lopburi,129.60000000000005,119.80799999999999,130.17600000000002,112.32000000000001,231.55199999999999,293.18399999999997
1190032902,Lopburi,61.632000000000005,207.93599999999998,14.975999999999999,35.712000000000003,184.89600000000002,50.111999999999995
1190033001,Ratchaburi,198.14400000000001,191.23199999999997,111.74400000000001,130.17599999999999,214.84800000000004,311.04000000000002
1190033002,Ratchaburi,169.92000000000002,119.80799999999999,111.74399999999999,144.00000000000003,167.04000000000002,167.04000000000002
1190033101,Huahin,163.00799999999998,57.600000000000009,77.184000000000012,139.392,36.287999999999997,59.32800000000001
1190033102,Huahin,44.352000000000004,38.591999999999999,60.48,23.04,58.752000000000002,19.584
1190033201,Suphanburi,161.28,158.976,240.768,78.335999999999999,142.84799999999998,133.63200000000001
1190033202,Suphanburi,209.08799999999997,144.57599999999999,131.61599999999999,121.824,135.93600000000004,139.68
