,,,,,,,,,3150,3325,,,,,,,,,,,,,,,,
,,,,,,,,,3500,3500,3500,3605,3780,3850,4025,4200,4550,,,,,,,,,
,,,Incentive base,,,,,Money,-0.1,-0.05,0,0.03,0.08,0.1,0.15,0.2,0.3,,,Simulation,,,,,,
,,Depot,Now,New,,Incentive $,3500,GOAL,0.9,0.95,1,1.03,1.06,1.1000000000000001,1.1499999999999999,1.2,1.3,,,,,45566,45597,45627,Total,
,,Area Manger,5000,5000,,,,,,,,,,,,,,,,Real ,Sales (1-2-3-4),5000,5000,5000,15000,
,,Depocho,4000,4000,,G1(CORE),0.05,AJINOMOTO,175,175,175,180.25,189,192.5,201.25,210,227.5,,,,,,,,,
,,D.Depocho,4000,4000,,,0.1,ROSDEE,350,350,350,360.5,378,385,402.5,420,455,,,New Metod,Sales 1,6000,5000,4500,15500,
,,CV,2500,2500,,,0.1,BIRDY,350,350,350,360.5,378,385,402.5,420,455,,,,Sales 2,1088.5,5200,5000,11288.5,
,,Driver,1200,1200,,,,,,,,,,,,,,,,,Sales3,5000,4900,6500,16400,1.0933333333333333
,,CVFV,,2500,,G2(GD),0.05,AJI-PLUS,175,175,175,180.25,189,192.5,201.25,210,227.5,,,,Sales 4,4800,4000,5000,13800,
,,WSF,,3500,,,0.1,ROSDEE CUBE,350,350,350,360.5,378,385,402.5,420,455,,,,,,,Average,14650,-2.3333333333333317E-2
,,WH,,3500,,,0.1,ROSDEE MENU,350,350,350,360.5,378,385,402.5,420,455,,,,,,,,,
,,,,,,,0.1,ROSDEE NOODLE,350,350,350,360.5,378,385,402.5,420,455,,,,,,,,,
,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,G3(BB),0.15,YUMYUM,525,525,525,540.75,567,577.5,603.75,630,682.5,,,Cascade concept,,,,,,
,,,,,,,0.15,POWDER COFFEE,525,525,525,540.75,567,577.5,603.75,630,682.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Salesman,Incentive,,,,,
,AJI Plus,RDQ,RDM,RDNS,,Others,0.05,Takumi-Aji,175,175,175,180.25,189,192.5,201.25,210,227.5,,,,,,,,,
0,175,350,350,350,,,0.05,ROSDEE MENU KKR,175,175,175,180.25,189,192.5,201.25,210,227.5,,,All Depot Salesman,Depocho,incentive,,,,
0.90000999999999998,175,350,350,350,,,,,,,,,,,,,,,,,,,,,,
0.95001000000000002,175,350,350,350,,,,,,,,,,,,,,,,All Area depot result,Area Manager,Incentive,,,,
1.0000100000000001,180.25,360.5,360.5,360.5,,,,,,,,,,,,,,,,,,,,,,
1.0300100000000001,189,378,378,378,,,,,,,,,,,,,,,,All Area manager Result,Division manager,Incetive,,,,
1.0600100000000001,192.5,385,385,385,,,,,,,,,,,,,,,,,,,,,,
1.1000100000000002,201.25,402.5,402.5,402.5,,,,,,,,,,,,,,,,,,,,,,
1.15001,210,420,420,420,,,,,,,,,,,,,,,,,,,,,,
1.20001,227.5,455,455,455,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,TOTAL,3500,3500,3500,3605,3780,3850,4025,4200,4550,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,EXTRA,Special KPI,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,G1,,,,,,,192.5,,,,,,,,,,,,
,,,,,,,G2,,175,,,,,,,,,,,,,,,,,
,,,,,,,G3,,,,,540.75,,,,,,,,,,,,,,
,,,,,,,Ot,,,,,180.25,,,,,,,,,,,,,,
,,,,,,,TOTAL,1088.5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Extreme,<80%,80% to <90%,90% to <95%,95% to <100%,100% to <105%,105% to <110%,110% to <115%,115% to < 120%,120% to <130%,>130%,,,,,,,,,
,,,,,,,,0,1200,1350,1425,1500,1575,1725,1875,1950,2100,,,,,,,,,
,,,,,,,Money,,-0.2,-0.1,-0.05,,0.05,0.15,0.25,0.3,0.4,,,,,,,,,
,,,,,,,Option1,<80%,80% to <90%,90% to <95%,95% to <100%,1,>100% to <=105%,>105% to <=110%,>110% to <=115%,>115% to < =120%,>120% to > 130%,,,,,,,,,
,,,,,,,G1,175,175,175,175,180.25,189,192.5,201.25,210,227.5,,,,,,,,,
,,,,,,,G2,175,175,175,175,180.25,189,192.5,201.25,210,227.5,,,,,,,,,
,,,,,,,G3,525,525,525,525,540.75,567,577.5,603.75,630,682.5,,,,,,,,,
,,,,,,,G4,175,175,175,175,180.25,189,192.5,201.25,210,227.5,,,,,,,,,
