Sales,Standard,Money and Goal,,,,,,,,,Product,,,,,,,,,,,,,,
,,0.9,0.95,1,1.03,1.08,1.1000000000000001,1.1499999999999999,1.2,1.3,,,,,,,,,,,,,,,
Team,Incentive,0.9,0.95,1,1.03,1.06,1.1000000000000001,1.1499999999999999,1.2,20,AJ,RD,BD,AJP,RDC,RM,ND,YY,PDC,TKM,RKR,AMV,AJA,FP,QM
5490000718,4000,3600,3800,4000,4120,4320,4400,4600,4800,5200,3.3333333333333326E-2,5.5555555555555552E-2,0.1111111111111111,5.5555555555555552E-2,0.1111111111111111,0.1111111111111111,,0.1111111111111111,0.16666666666666663,4.4444444444444439E-2,4.4444444444444439E-2,2.222222222222222E-2,1.111111111111111E-2,0.1111111111111111,1.111111111111111E-2
5490000706,4000,3600,3800,4000,4120,4320,4400,4600,4800,5200,3.03030303030303E-2,5.0505050505050504E-2,0.10101010101010101,5.0505050505050504E-2,0.10101010101010101,0.10101010101010101,0.10101010101010101,0.10101010101010101,0.15151515151515149,4.0404040404040401E-2,4.0404040404040401E-2,2.02020202020202E-2,,0.10101010101010101,0.01
5490000707,5000,4500,4750,5000,5150,5400,5500,5750,6000,6500,3.4883720930232558E-2,5.8139534883720936E-2,0.11627906976744187,5.8139534883720936E-2,0.11627906976744187,0.11627906976744187,0.11627906976744187,0.11627906976744187,0.1744186046511628,4.6511627906976744E-2,4.6511627906976744E-2,,,,
5490000701,5000,4500,4750,5000,5150,5400,5500,5750,6000,6500,3.0927835051546389E-2,5.1546391752577317E-2,0.10309278350515463,5.1546391752577317E-2,0.10309278350515463,0.10309278350515463,0.10309278350515463,0.10309278350515463,0.15463917525773194,4.1237113402061855E-2,4.1237113402061855E-2,,,0.10309278350515463,1.0309278350515464E-2
5490000721,5000,4500,4750,5000,5150,5400,5500,5750,6000,6500,3.3333333333333326E-2,5.5555555555555552E-2,0.1111111111111111,5.5555555555555552E-2,0.1111111111111111,0.1111111111111111,,0.1111111111111111,0.16666666666666663,4.4444444444444439E-2,4.4444444444444439E-2,2.222222222222222E-2,1.111111111111111E-2,0.1111111111111111,1.111111111111111E-2
5490000719,5000,4500,4750,5000,5150,5400,5500,5750,6000,6500,3.4883720930232558E-2,5.8139534883720936E-2,0.11627906976744187,5.8139534883720936E-2,0.11627906976744187,0.11627906976744187,0.11627906976744187,0.11627906976744187,0.1744186046511628,4.6511627906976744E-2,4.6511627906976744E-2,,,,
222208,5000,4500,4750,5000,5150,5400,5500,5750,6000,6500,0.03,0.05,0.1,0.05,0.1,0.1,0.1,0.1,0.15,0.04,0.04,0.02,0.01,0.1,0.01
5490000725,4000,3600,3800,4000,4120,4320,4400,4600,4800,5200,5.6179775280898875E-2,5.6179775280898875E-2,0.1685393258426966,5.6179775280898875E-2,0.11235955056179775,0.11235955056179775,,0.15730337078651685,0.1685393258426966,5.6179775280898875E-2,5.6179775280898875E-2,,,,
5490000702,4000,3600,3800,4000,4120,4320,4400,4600,4800,5200,,,,,,,,0.92307692307692302,,,,,7.6923076923076927E-2,,
5490000708,4000,3600,3800,4000,4120,4320,4400,4600,4800,5200,,,0.5,,,,,,0.5,,,,,,
5490000704,5000,4500,4750,5000,5150,5400,5500,5750,6000,6500,5.3571428571428575E-2,8.9285714285714302E-2,,8.9285714285714302E-2,0.19642857142857145,0.2142857142857143,0.1785714285714286,,,8.9285714285714302E-2,8.9285714285714302E-2,,,,
222238,5000,4500,4750,5000,5150,5400,5500,5750,6000,6500,3.03030303030303E-2,5.0505050505050504E-2,0.15151515151515149,5.0505050505050504E-2,0.1111111111111111,0.1212121212121212,0.10101010101010101,0.1212121212121212,0.15151515151515149,5.0505050505050504E-2,5.0505050505050504E-2,,1.01010101010101E-2,,
5490000713,5000,4500,4750,5000,5150,5400,5500,5750,6000,6500,,,0.26666666666666666,,,,,0.22222222222222227,0.26666666666666666,,,,,0.22222222222222227,2.2222222222222227E-2
